commodity,location,year,reported,irrigated_acres,total_acres,total_production,unit
HAYLAGE,53065,2007,f,456,1247,,
"HAYLAGE, ALFALFA",53065,2007,t,456,1121,,
"HAYLAGE, ALFALFA",53065,2007,f,456,1121,,
"HAYLAGE, (EXCL ALFALFA)",53065,2007,t,,126,,
"HAYLAGE, (EXCL ALFALFA)",53065,2007,f,,126,,
"HAY, SMALL GRAIN",53065,2007,t,602,4109,6279,TONS
"HAY, TAME",53065,2007,f,809,5458,8705,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",53065,2007,t,809,5458,8705,TONS
"HAY, WILD",53065,2007,t,214,2276,2604,TONS
HERBS,53065,2007,f,,1,,
"HERBS, FRESH CUT",53065,2007,t,,1,,
"HERBS, FRESH CUT",53065,2007,f,,1,,
"HERBS, FRESH CUT, FRESH MARKET",53065,2007,f,,1,,
"HERBS, FRESH CUT, FRESH MARKET",53065,2007,t,,1,,
LEGUMES,53065,2007,f,,,46112,LB
"LEGUMES, ALFALFA",53065,2007,f,,,46112,LB
"LEGUMES, ALFALFA, SEED",53065,2007,t,,,46112,LB
"NON-CITRUS, OTHER",53065,2007,f,,5,,
"NON-CITRUS, OTHER, NON-CITRUS",53065,2007,f,,5,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER",53065,2007,f,,5,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER, (EXCL BERRIES)",53065,2007,t,,5,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER, (EXCL BERRIES)",53065,2007,f,,5,,
NON-CITRUS TOTALS,53065,2007,f,,156,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53065,2007,t,,156,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53065,2007,f,,156,,
OATS,53065,2007,t,,823,24363,BU
ONIONS,53065,2007,f,,2,,
"ONIONS, DRY",53065,2007,t,,2,,
"ONIONS, DRY",53065,2007,f,,2,,
PEACHES,53065,2007,t,,59,,
PEACHES,53065,2007,f,,59,,
PEARS,53065,2007,t,,21,,
PEARS,53065,2007,f,,21,,
PLUMS & PRUNES,53065,2007,f,,2,,
PLUMS & PRUNES,53065,2007,t,,2,,
PUMPKINS,53065,2007,t,,1,,
PUMPKINS,53065,2007,f,,1,,
"PUMPKINS, FRESH MARKET",53065,2007,t,,1,,
"PUMPKINS, FRESH MARKET",53065,2007,f,,1,,
SHORT TERM WOODY CROPS,53065,2007,t,,140,,
SHORT TERM WOODY CROPS,53065,2007,f,,140,,
SQUASH,53065,2007,f,,1,,
SQUASH,53065,2007,t,,1,,
"SQUASH, FRESH MARKET",53065,2007,t,,1,,
"SQUASH, FRESH MARKET",53065,2007,f,,1,,
SWEET CORN,53065,2007,t,,3,,
SWEET CORN,53065,2007,f,,3,,
"SWEET CORN, FRESH MARKET",53065,2007,t,,3,,
"SWEET CORN, FRESH MARKET",53065,2007,f,,3,,
TOMATOES,53065,2007,f,,2,,
"TOMATOES, IN THE OPEN",53065,2007,t,,2,,
"TOMATOES, IN THE OPEN",53065,2007,f,,2,,
VEGETABLE TOTALS,53065,2007,f,47,54,,
"VEGETABLE TOTALS, IN THE OPEN",53065,2007,f,47,54,,
"VEGETABLE TOTALS, IN THE OPEN",53065,2007,t,47,54,,
WHEAT,53065,2007,t,,5121,223669,BU
"WHEAT, SPRING",53065,2007,f,,1521,43156,BU
"WHEAT, SPRING, (EXCL DURUM)",53065,2007,t,,1521,43156,BU
"WHEAT, WINTER",53065,2007,t,,3600,180513,BU
BEANS,53067,2007,f,,8,,
"BEANS, SNAP",53067,2007,t,,8,,
"BEANS, SNAP",53067,2007,f,,8,,
"BEANS, SNAP, FRESH MARKET",53067,2007,f,,8,,
"BEANS, SNAP, FRESH MARKET",53067,2007,t,,8,,
BEDDING PLANT TOTALS,53067,2007,f,,39,,
"BEDDING PLANT TOTALS, IN THE OPEN",53067,2007,f,,39,,
"BEDDING PLANT TOTALS, IN THE OPEN",53067,2007,t,,39,,
BEETS,53067,2007,t,,3,,
BEETS,53067,2007,f,,3,,
"BEETS, FRESH MARKET",53067,2007,t,,3,,
"BEETS, FRESH MARKET",53067,2007,f,,3,,
BLACKBERRIES,53067,2007,f,,20,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",53067,2007,f,,20,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",53067,2007,t,,20,,
BROCCOLI,53067,2007,t,,3,,
BROCCOLI,53067,2007,f,,3,,
"BROCCOLI, FRESH MARKET",53067,2007,t,,3,,
"BROCCOLI, FRESH MARKET",53067,2007,f,,3,,
CARROTS,53067,2007,t,,7,,
CARROTS,53067,2007,f,,7,,
"CARROTS, FRESH MARKET",53067,2007,f,,7,,
"CARROTS, FRESH MARKET",53067,2007,t,,7,,
CELERY,53067,2007,f,,2,,
CELERY,53067,2007,t,,2,,
"CELERY, FRESH MARKET",53067,2007,t,,2,,
"CELERY, FRESH MARKET",53067,2007,f,,2,,
CHERRIES,53067,2007,f,,7,,
"CHERRIES, SWEET",53067,2007,t,,5,,
"CHERRIES, SWEET",53067,2007,f,,5,,
"CHERRIES, TART",53067,2007,f,,2,,
"CHERRIES, TART",53067,2007,t,,2,,
CHESTNUTS,53067,2007,t,,3,,
CHESTNUTS,53067,2007,f,,3,,
CUCUMBERS,53067,2007,t,,8,,
CUCUMBERS,53067,2007,f,,8,,
CUT CHRISTMAS TREES,53067,2007,t,139,720,,
CUT CHRISTMAS TREES,53067,2007,f,139,720,,
FLORICULTURE TOTALS,53067,2007,f,,56,,
"FLORICULTURE TOTALS, IN THE OPEN",53067,2007,t,,56,,
"FLORICULTURE TOTALS, IN THE OPEN",53067,2007,f,,56,,
GARLIC,53067,2007,f,,5,,
GARLIC,53067,2007,t,,5,,
GRAPES,53067,2007,t,,3,,
GRAPES,53067,2007,f,,3,,
GREENS,53067,2007,f,,8,,
"GREENS, KALE",53067,2007,t,,8,,
"GREENS, KALE",53067,2007,f,,8,,
"GREENS, KALE, FRESH MARKET",53067,2007,t,,8,,
"GREENS, KALE, FRESH MARKET",53067,2007,f,,8,,
HAY,53067,2007,t,2157,9727,19084,TONS
"HAY, ALFALFA",53067,2007,t,,307,641,TONS
HAY & HAYLAGE,53067,2007,t,2796,14265,34164,TONS
HAYLAGE,53067,2007,t,1169,5948,30508,TONS
"HAYLAGE, ALFALFA",53067,2007,t,307,515,1611,TONS
"HAYLAGE, (EXCL ALFALFA)",53067,2007,t,862,5433,28897,TONS
"HAY, SMALL GRAIN",53067,2007,t,,258,426,TONS
"HAY, TAME",53067,2007,f,1236,5536,12303,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",53067,2007,t,1236,5536,12303,TONS
"HAY, WILD",53067,2007,t,721,3626,5714,TONS
HAZELNUTS,53067,2007,t,,1,,
HAZELNUTS,53067,2007,f,,1,,
HERBS,53067,2007,f,,3,,
"HERBS, FRESH CUT",53067,2007,f,,3,,
"HERBS, FRESH CUT",53067,2007,t,,3,,
"HERBS, FRESH CUT, FRESH MARKET",53067,2007,f,,3,,
"HERBS, FRESH CUT, FRESH MARKET",53067,2007,t,,3,,
KIWIFRUIT,53067,2007,f,,1,,
KIWIFRUIT,53067,2007,t,,1,,
LOGANBERRIES,53067,2007,f,,1,,
LOGANBERRIES,53067,2007,t,,1,,
MELONS,53067,2007,f,,2,,
"MELONS, CANTALOUP",53067,2007,t,,1,,
"MELONS, CANTALOUP",53067,2007,f,,1,,
"MELONS, CANTALOUP, FRESH MARKET",53067,2007,f,,1,,
"MELONS, CANTALOUP, FRESH MARKET",53067,2007,t,,1,,
"MELONS, WATERMELON",53067,2007,f,,1,,
"MELONS, WATERMELON",53067,2007,t,,1,,
"MELONS, WATERMELON, FRESH MARKET",53067,2007,t,,1,,
"MELONS, WATERMELON, FRESH MARKET",53067,2007,f,,1,,
"NON-CITRUS, OTHER",53067,2007,f,,1,,
"NON-CITRUS, OTHER, NON-CITRUS",53067,2007,f,,1,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER",53067,2007,f,,1,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER, (EXCL BERRIES)",53067,2007,t,,1,,
"NON-CITRUS, OTHER, NON-CITRUS, OTHER, (EXCL BERRIES)",53067,2007,f,,1,,
NON-CITRUS TOTALS,53067,2007,f,,46,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53067,2007,t,,46,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53067,2007,f,,46,,
NURSERY TOTALS,53067,2007,f,,413,,
"NURSERY TOTALS, IN THE OPEN",53067,2007,t,,413,,
"NURSERY TOTALS, IN THE OPEN",53067,2007,f,,413,,
ONIONS,53067,2007,f,,9,,
"ONIONS, DRY",53067,2007,f,,6,,
"ONIONS, DRY",53067,2007,t,,6,,
"ONIONS, GREEN",53067,2007,t,,3,,
"ONIONS, GREEN",53067,2007,f,,3,,
"ONIONS, GREEN, FRESH MARKET",53067,2007,f,,3,,
"ONIONS, GREEN, FRESH MARKET",53067,2007,t,,3,,
PEAS,53067,2007,f,,4,,
"PEAS, GREEN",53067,2007,f,,4,,
"PEAS, GREEN, (EXCL SOUTHERN)",53067,2007,f,,4,,
"PEAS, GREEN, (EXCL SOUTHERN)",53067,2007,t,,4,,
"PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET",53067,2007,f,,4,,
"PEAS, GREEN, (EXCL SOUTHERN), FRESH MARKET",53067,2007,t,,4,,
POTATOES,53067,2007,f,,12,,
POTATOES,53067,2007,t,,12,,
PUMPKINS,53067,2007,t,,64,,
PUMPKINS,53067,2007,f,,64,,
"PUMPKINS, FRESH MARKET",53067,2007,t,,64,,
"PUMPKINS, FRESH MARKET",53067,2007,f,,64,,
RASPBERRIES,53067,2007,t,,29,,
RASPBERRIES,53067,2007,f,,29,,
"RASPBERRIES, BLACK",53067,2007,f,,1,,
"RASPBERRIES, BLACK",53067,2007,t,,1,,
"RASPBERRIES, RED",53067,2007,t,,28,,
"RASPBERRIES, RED",53067,2007,f,,28,,
SHORT TERM WOODY CROPS,53067,2007,t,,375,,
SHORT TERM WOODY CROPS,53067,2007,f,,375,,
SWEET CORN,53067,2007,f,,79,,
SWEET CORN,53067,2007,t,,79,,
"SWEET CORN, FRESH MARKET",53067,2007,t,,79,,
"SWEET CORN, FRESH MARKET",53067,2007,f,,79,,
TOMATOES,53067,2007,f,,13,,
"TOMATOES, IN THE OPEN",53067,2007,f,,13,,
"TOMATOES, IN THE OPEN",53067,2007,t,,13,,
"VEGETABLES, OTHER",53067,2007,f,,20,,
"VEGETABLES, OTHER, VEGETABLES",53067,2007,f,,20,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",53067,2007,t,,20,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",53067,2007,f,,20,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",53067,2007,f,,17,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",53067,2007,t,,17,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, PROCESSING",53067,2007,t,,3,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, PROCESSING",53067,2007,f,,3,,
VEGETABLE TOTALS,53067,2007,f,,391,,
"VEGETABLE TOTALS, IN THE OPEN",53067,2007,f,,391,,
"VEGETABLE TOTALS, IN THE OPEN",53067,2007,t,281,390,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",53067,2007,t,,386,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",53067,2007,f,,386,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",53067,2007,f,,5,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",53067,2007,t,,5,,
WALNUTS,53067,2007,f,,3,,
"WALNUTS, ENGLISH",53067,2007,f,,3,,
"WALNUTS, ENGLISH",53067,2007,t,,3,,
HAY,53069,2007,t,6,1782,3268,TONS
HAY & HAYLAGE,53069,2007,t,84,2060,4757,TONS
HAYLAGE,53069,2007,t,,469,3012,TONS
"HAY, TAME",53069,2007,f,,979,2082,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",53069,2007,t,,979,2082,TONS
"HAY, WILD",53069,2007,t,6,640,865,TONS
PEARS,53069,2007,t,,3,,
PEARS,53069,2007,f,,3,,
"PEARS, (EXCL BARTLETT)",53069,2007,f,,3,,
"PEARS, (EXCL BARTLETT)",53069,2007,t,,3,,
PLUMS & PRUNES,53069,2007,t,,3,,
PLUMS & PRUNES,53069,2007,f,,3,,
"VEGETABLES, OTHER",53069,2007,f,,2,,
"VEGETABLES, OTHER, VEGETABLES",53069,2007,f,,2,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",53069,2007,t,,2,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",53069,2007,f,,2,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",53069,2007,t,,2,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",53069,2007,f,,2,,
VEGETABLE TOTALS,53069,2007,f,,4,,
"VEGETABLE TOTALS, IN THE OPEN",53069,2007,t,4,4,,
"VEGETABLE TOTALS, IN THE OPEN",53069,2007,f,,4,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",53069,2007,t,,4,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",53069,2007,f,,4,,
ASPARAGUS,53071,2007,f,,313,,
ASPARAGUS,53071,2007,t,,313,,
"ASPARAGUS, FRESH MARKET",53071,2007,f,,313,,
"ASPARAGUS, FRESH MARKET",53071,2007,t,,313,,
BARLEY,53071,2007,t,362,4498,316048,BU
BEANS,53071,2007,f,663,4826,66608,CWT
"BEANS, DRY EDIBLE",53071,2007,f,663,4826,66608,CWT
"BEANS, DRY EDIBLE, (EXCL LIMA)",53071,2007,t,663,4826,66608,CWT
BEDDING PLANT TOTALS,53071,2007,f,,5,,
"BEDDING PLANT TOTALS, IN THE OPEN",53071,2007,f,,5,,
"BEDDING PLANT TOTALS, IN THE OPEN",53071,2007,t,,5,,
CARROTS,53071,2007,t,,1,,
CARROTS,53071,2007,f,,1,,
"CARROTS, FRESH MARKET",53071,2007,f,,1,,
"CARROTS, FRESH MARKET",53071,2007,t,,1,,
CHERRIES,53071,2007,f,,435,,
"CHERRIES, SWEET",53071,2007,f,,435,,
"CHERRIES, SWEET",53071,2007,t,,435,,
CORN,53071,2007,f,4758,4758,1211686,TONS
CORN,53071,2007,f,4758,4758,1211686,BU
"CORN, GRAIN",53071,2007,t,4758,4758,1210644,BU
"CORN, SILAGE",53071,2007,t,,,1042,TONS
CUCUMBERS,53071,2007,t,,1,,
CUCUMBERS,53071,2007,f,,1,,
"CUCUMBERS, FRESH MARKET",53071,2007,f,,1,,
"CUCUMBERS, FRESH MARKET",53071,2007,t,,1,,
CUT CHRISTMAS TREES,53071,2007,t,17,17,,
CUT CHRISTMAS TREES,53071,2007,f,17,17,,
EGGPLANT,53071,2007,f,,1,,
EGGPLANT,53071,2007,t,,1,,
"EGGPLANT, FRESH MARKET",53071,2007,f,,1,,
"EGGPLANT, FRESH MARKET",53071,2007,t,,1,,
ESCAROLE & ENDIVE,53071,2007,t,,1,,
ESCAROLE & ENDIVE,53071,2007,f,,1,,
"ESCAROLE & ENDIVE, FRESH MARKET",53071,2007,t,,1,,
"ESCAROLE & ENDIVE, FRESH MARKET",53071,2007,f,,1,,
"FIELD CROPS, OTHER",53071,2007,f,783,942,,
"FIELD CROPS, OTHER, FIELD CROPS",53071,2007,f,783,942,,
"FIELD CROPS, OTHER, FIELD CROPS, OTHER",53071,2007,f,783,942,,
"FIELD CROPS, OTHER, FIELD CROPS, OTHER",53071,2007,t,783,942,,
FLORICULTURE TOTALS,53071,2007,f,,13,,
"FLORICULTURE TOTALS, IN THE OPEN",53071,2007,f,,13,,
"FLORICULTURE TOTALS, IN THE OPEN",53071,2007,t,,13,,
GRAPES,53071,2007,t,,3511,,
GRAPES,53071,2007,f,,3511,,
GRASSES & LEGUMES TOTALS,53071,2007,f,10807,11803,,
"GRASSES & LEGUMES TOTALS, SEED",53071,2007,t,10807,11803,,
"GRASSES & LEGUMES TOTALS, SEED",53071,2007,f,10807,11803,,
GREENS,53071,2007,f,,1,,
"GREENS, KALE",53071,2007,t,,1,,
"GREENS, KALE",53071,2007,f,,1,,
"GREENS, KALE, FRESH MARKET",53071,2007,t,,1,,
"GREENS, KALE, FRESH MARKET",53071,2007,f,,1,,
HAY,53071,2007,f,13407,16422,97520,TONS
HAY,53071,2007,f,12472,15273,94532,
HAY,53071,2007,t,13407,16422,,
"HAY, ALFALFA",53071,2007,t,12159,14772,93678,TONS
HAY & HAYLAGE,53071,2007,t,13452,16341,97687,TONS
HAYLAGE,53071,2007,t,54,54,,
HAYLAGE,53071,2007,f,54,54,,
"HAYLAGE, (EXCL ALFALFA)",53071,2007,f,54,54,,
"HAYLAGE, (EXCL ALFALFA)",53071,2007,t,54,54,,
"HAY, SMALL GRAIN",53071,2007,t,264,452,854,TONS
"HAY, TAME",53071,2007,f,935,1149,2988,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",53071,2007,t,935,1149,2988,TONS
"HAY, WILD",53071,2007,t,49,49,,
"HAY, WILD",53071,2007,f,49,49,,
HERBS,53071,2007,f,,1,,
"HERBS, FRESH CUT",53071,2007,t,,1,,
"HERBS, FRESH CUT",53071,2007,f,,1,,
"HERBS, FRESH CUT, FRESH MARKET",53071,2007,t,,1,,
"HERBS, FRESH CUT, FRESH MARKET",53071,2007,f,,1,,
LEGUMES,53071,2007,f,9793,10759,7510760,LB
"LEGUMES, ALFALFA",53071,2007,f,9793,10759,7510760,LB
"LEGUMES, ALFALFA, SEED",53071,2007,t,9793,10759,7510760,LB
MELONS,53071,2007,f,,1,,
"MELONS, HONEYDEW",53071,2007,f,,1,,
"MELONS, HONEYDEW",53071,2007,t,,1,,
"MELONS, HONEYDEW, FRESH MARKET",53071,2007,f,,1,,
"MELONS, HONEYDEW, FRESH MARKET",53071,2007,t,,1,,
NON-CITRUS TOTALS,53071,2007,f,,11914,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53071,2007,t,,11914,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53071,2007,f,,11914,,
ONIONS,53071,2007,f,,800,,
"ONIONS, DRY",53071,2007,f,,800,,
"ONIONS, DRY",53071,2007,t,,800,,
PEAS,53071,2007,f,,2418,,
PEAS,53071,2007,f,243,5245,102480,CWT
"PEAS, DRY EDIBLE",53071,2007,t,243,5245,102480,CWT
"PEAS, GREEN",53071,2007,f,,2418,,
"PEAS, GREEN, (EXCL SOUTHERN)",53071,2007,f,,2418,,
"PEAS, GREEN, (EXCL SOUTHERN)",53071,2007,t,,2418,,
PEPPERS,53071,2007,f,,1,,
"PEPPERS, CHILE",53071,2007,t,,1,,
"PEPPERS, CHILE",53071,2007,f,,1,,
"PEPPERS, CHILE, FRESH MARKET",53071,2007,f,,1,,
"PEPPERS, CHILE, FRESH MARKET",53071,2007,t,,1,,
POTATOES,53071,2007,t,,9705,,
POTATOES,53071,2007,f,,9705,,
"POTATOES, FRESH MARKET",53071,2007,f,,1088,,
"POTATOES, FRESH MARKET",53071,2007,t,,1088,,
"POTATOES, PROCESSING",53071,2007,f,,8617,,
"POTATOES, PROCESSING",53071,2007,t,,8617,,
PUMPKINS,53071,2007,f,,19,,
PUMPKINS,53071,2007,t,,19,,
"PUMPKINS, FRESH MARKET",53071,2007,t,,19,,
"PUMPKINS, FRESH MARKET",53071,2007,f,,19,,
SOYBEANS,53071,2007,t,385,385,,
SOYBEANS,53071,2007,f,385,385,,
SWEET CORN,53071,2007,f,,7768,,
SWEET CORN,53071,2007,t,,7768,,
TOMATOES,53071,2007,f,,2,,
"TOMATOES, IN THE OPEN",53071,2007,f,,2,,
"TOMATOES, IN THE OPEN",53071,2007,t,,2,,
"TOMATOES, IN THE OPEN, FRESH MARKET",53071,2007,f,,2,,
"TOMATOES, IN THE OPEN, FRESH MARKET",53071,2007,t,,2,,
VEGETABLE TOTALS,53071,2007,f,,21126,,
"VEGETABLE TOTALS, IN THE OPEN",53071,2007,f,,21126,,
"VEGETABLE TOTALS, IN THE OPEN",53071,2007,t,18402,21126,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",53071,2007,f,,2319,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",53071,2007,t,,2319,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",53071,2007,f,,18807,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",53071,2007,t,,18807,,
WHEAT,53071,2007,t,14842,190973,12661018,BU
"WHEAT, SPRING",53071,2007,f,6167,25768,1460496,BU
"WHEAT, SPRING, (EXCL DURUM)",53071,2007,t,6167,25768,1460496,BU
"WHEAT, WINTER",53071,2007,t,8675,165205,11200522,BU
APPLES,53073,2007,t,,142,,
APPLES,53073,2007,f,,142,,
BEANS,53073,2007,f,,578,,
"BEANS, SNAP",53073,2007,f,,578,,
"BEANS, SNAP",53073,2007,t,,578,,
BEDDING PLANT TOTALS,53073,2007,f,,11,,
"BEDDING PLANT TOTALS, IN THE OPEN",53073,2007,t,,11,,
"BEDDING PLANT TOTALS, IN THE OPEN",53073,2007,f,,11,,
BEETS,53073,2007,f,,1,,
BEETS,53073,2007,t,,1,,
"BEETS, FRESH MARKET",53073,2007,t,,1,,
"BEETS, FRESH MARKET",53073,2007,f,,1,,
"BERRIES, OTHER",53073,2007,f,,7,,
"BERRIES, OTHER, BERRIES",53073,2007,f,,7,,
"BERRIES, OTHER, BERRIES, OTHER",53073,2007,f,,7,,
"BERRIES, OTHER, BERRIES, OTHER",53073,2007,t,,7,,
BLACKBERRIES,53073,2007,f,,18,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",53073,2007,t,,18,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",53073,2007,f,,18,,
BLUEBERRIES,53073,2007,f,,1770,,
"BLUEBERRIES, TAME",53073,2007,t,,1770,,
"BLUEBERRIES, TAME",53073,2007,f,,1770,,
BROCCOLI,53073,2007,f,,6,,
BROCCOLI,53073,2007,t,,6,,
"BROCCOLI, FRESH MARKET",53073,2007,f,,6,,
"BROCCOLI, FRESH MARKET",53073,2007,t,,6,,
CABBAGE,53073,2007,f,,1,,
"CABBAGE, HEAD",53073,2007,f,,1,,
"CABBAGE, HEAD",53073,2007,t,,1,,
"CABBAGE, HEAD, FRESH MARKET",53073,2007,t,,1,,
"CABBAGE, HEAD, FRESH MARKET",53073,2007,f,,1,,
CARROTS,53073,2007,f,,10,,
CARROTS,53073,2007,t,,10,,
CHERRIES,53073,2007,f,,7,,
"CHERRIES, SWEET",53073,2007,t,,2,,
"CHERRIES, SWEET",53073,2007,f,,2,,
"CHERRIES, TART",53073,2007,f,,5,,
"CHERRIES, TART",53073,2007,t,,5,,
CORN,53073,2007,f,5955,16478,387648,TONS
"CORN, SILAGE",53073,2007,t,5955,16478,387648,TONS
CUCUMBERS,53073,2007,t,,6,,
CUCUMBERS,53073,2007,f,,6,,
CURRANTS,53073,2007,t,,19,,
CURRANTS,53073,2007,f,,19,,
CUT CHRISTMAS TREES,53073,2007,t,,426,,
CUT CHRISTMAS TREES,53073,2007,f,,426,,
FLORICULTURE TOTALS,53073,2007,f,,22,,
"FLORICULTURE TOTALS, IN THE OPEN",53073,2007,t,,22,,
"FLORICULTURE TOTALS, IN THE OPEN",53073,2007,f,,22,,
GARLIC,53073,2007,t,,7,,
GARLIC,53073,2007,f,,7,,
"GARLIC, FRESH MARKET",53073,2007,f,,7,,
"GARLIC, FRESH MARKET",53073,2007,t,,7,,
GRAPES,53073,2007,t,,3,,
GRAPES,53073,2007,f,,3,,
GRASSES,53073,2007,f,,206,,
GRASSES & LEGUMES TOTALS,53073,2007,f,,206,,
"GRASSES & LEGUMES TOTALS, SEED",53073,2007,t,,206,,
"GRASSES & LEGUMES TOTALS, SEED",53073,2007,f,,206,,
"GRASSES, ORCHARDGRASS",53073,2007,f,,206,,
"GRASSES, ORCHARDGRASS, SEED",53073,2007,t,,206,,
"GRASSES, ORCHARDGRASS, SEED",53073,2007,f,,206,,
HAY,53073,2007,t,3432,14795,38568,TONS
"HAY, ALFALFA",53073,2007,t,,791,2208,TONS
HAY & HAYLAGE,53073,2007,t,14372,32876,190809,TONS
HAYLAGE,53073,2007,t,12667,22015,307993,TONS
"HAYLAGE, ALFALFA",53073,2007,t,468,847,12739,TONS
"HAYLAGE, (EXCL ALFALFA)",53073,2007,t,12199,21168,295254,TONS
"HAY, SMALL GRAIN",53073,2007,t,,284,251,TONS
"HAY, TAME",53073,2007,f,2868,9525,29066,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",53073,2007,t,2868,9525,29066,TONS
"HAY, WILD",53073,2007,t,,4195,7043,TONS
HERBS,53073,2007,f,,47,,
"HERBS, FRESH CUT",53073,2007,f,,47,,
"HERBS, FRESH CUT",53073,2007,t,,47,,
"HERBS, FRESH CUT, FRESH MARKET",53073,2007,f,,47,,
"HERBS, FRESH CUT, FRESH MARKET",53073,2007,t,,47,,
LETTUCE,53073,2007,f,,4,,
LETTUCE,53073,2007,t,,4,,
"LETTUCE, FRESH MARKET",53073,2007,t,,4,,
"LETTUCE, FRESH MARKET",53073,2007,f,,4,,
"LETTUCE, LEAF",53073,2007,t,,4,,
"LETTUCE, LEAF",53073,2007,f,,4,,
"LETTUCE, LEAF, FRESH MARKET",53073,2007,f,,4,,
"LETTUCE, LEAF, FRESH MARKET",53073,2007,t,,4,,
NON-CITRUS TOTALS,53073,2007,f,,178,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53073,2007,t,,178,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",53073,2007,f,,178,,
NURSERY TOTALS,53073,2007,f,,482,,
"NURSERY TOTALS, IN THE OPEN",53073,2007,t,,482,,
"NURSERY TOTALS, IN THE OPEN",53073,2007,f,,482,,
ONIONS,53073,2007,f,,4,,
"ONIONS, DRY",53073,2007,f,,4,,
"ONIONS, DRY",53073,2007,t,,4,,
PEACHES,53073,2007,f,,3,,
PEACHES,53073,2007,t,,3,,
PEARS,53073,2007,t,,4,,
PEARS,53073,2007,f,,4,,
"PEARS, (EXCL BARTLETT)",53073,2007,f,,4,,
"PEARS, (EXCL BARTLETT)",53073,2007,t,,4,,
PEAS,53073,2007,f,,4,,
"PEAS, CHINESE (SUGAR & SNOW)",53073,2007,f,,1,,
"PEAS, CHINESE (SUGAR & SNOW)",53073,2007,t,,1,,
"PEAS, CHINESE (SUGAR & SNOW), FRESH MARKET",53073,2007,t,,1,,
"PEAS, CHINESE (SUGAR & SNOW), FRESH MARKET",53073,2007,f,,1,,
"PEAS, GREEN",53073,2007,f,,3,,
"PEAS, GREEN, (EXCL SOUTHERN)",53073,2007,f,,3,,
"PEAS, GREEN, (EXCL SOUTHERN)",53073,2007,t,,3,,
PEPPERS,53073,2007,f,,2,,
"PEPPERS, BELL",53073,2007,f,,2,,
"PEPPERS, BELL",53073,2007,t,,2,,
"PEPPERS, BELL, FRESH MARKET",53073,2007,t,,2,,
"PEPPERS, BELL, FRESH MARKET",53073,2007,f,,2,,
PLUMS & PRUNES,53073,2007,f,,4,,
PLUMS & PRUNES,53073,2007,t,,4,,
POTATOES,53073,2007,f,,1884,,
POTATOES,53073,2007,t,,1884,,
PUMPKINS,53073,2007,f,,82,,
PUMPKINS,53073,2007,t,,82,,
RASPBERRIES,53073,2007,t,,7579,,
RASPBERRIES,53073,2007,f,,7579,,
"RASPBERRIES, RED",53073,2007,f,,7579,,
"RASPBERRIES, RED",53073,2007,t,,7579,,
SPINACH,53073,2007,t,,1,,
